id,activity_type,date,time_spent
8164874,join_session_replay - Scheduled 1:n,"January 7,2022",7.042432802
765132,Live Practice Game,"February 14,2022",1.921605726
8739634,join_session_live - Scheduled 1:n,"February 19,2022",72.4714116
6948533,exit_group_section - post_details,"February 20,2022",0
6948533,join_group,"February 20,2022",0
1281921,join_session_replay - Scheduled 1:n,"February 16,2022",20.76701529
2068906,join_session_live - Scheduled 1:n,"February 19,2022",72.44203792
5746797,exit_group_section - post_details,"January 17,2022",0
5746797,exit_group_section - post_details,"February 16,2022",0
7543452,exit_group_section - post_details,"February 3,2022",0
226724,join_session_live - Scheduled 1:n,"February 16,2022",72.34763552
5872010,join_session_live - Scheduled Competition,"February 22,2022",3.478469612
7598337,homework,"January 7,2022",1.984528418
2982312,enter_group,"February 19,2022",0
259613,join_session_live - Scheduled 1:n,"February 3,2022",72.31176473
2982312,join_session_live - Scheduled Competition,"February 19,2022",38.88142632
3830952,exit_group_section - post_details,"January 27,2022",0
2043545,join_group,"February 14,2022",0
4742178,homework,"January 21,2022",1.255010146
4742178,quizon,"January 20,2022",0
4742178,quizon,"January 21,2022",0
1740423,join_group,"February 16,2022",0
1207385,exit_group_section - post_details,"February 19,2022",0
1207385,join_session_replay - Scheduled 1:n,"February 16,2022",19.39904739
5883486,join_session_replay - Scheduled 1:n,"February 19,2022",9.983307792
5917697,join_group,"January 17,2022",0
7652359,exit_group_section - post_details,"February 19,2022",0
5063588,join_session_live - Scheduled 1:n,"February 20,2022",72.29020492
3897088,Live Practice Game,"February 16,2022",1.184823982
4028056,Live Practice Game,"February 19,2022",0.70537134
3270710,join_session_live - Scheduled 1:n,"February 3,2022",72.22616871
4315992,homework,"February 19,2022",1.854429701
3198194,join_session_live - Scheduled Competition,"February 25,2022",49.30610538
3718010,join_group,"January 7,2022",0
6462674,join_session_live - Scheduled 1:n,"February 19,2022",72.20299337
444577,quizon,"January 20,2022",0
7246227,join_session_live - Scheduled 1:n,"January 17,2022",72.18706297
4813147,join_session_replay - Scheduled 1:n,"February 19,2022",24.78649418
275973,join_group,"February 19,2022",0
7971752,Live Practice Game,"January 28,2022",1.790864549
7971752,quizon,"January 28,2022",0
319641,join_group,"February 20,2022",0
1757196,exit_group_section - post_details,"January 7,2022",0
5314948,join_session_live - Scheduled 1:n,"January 17,2022",71.94991454
588290,join_session_replay - Scheduled 1:n,"February 19,2022",0.063964061
2984661,join_session_live - Scheduled 1:n,"February 16,2022",71.8446524
5965223,Live Practice Game,"February 20,2022",0.298703711
4227302,Live Practice Game,"January 7,2022",1.306196391
6807087,join_group,"February 19,2022",0
52685,exit_group_section - post_details,"February 22,2022",0
52685,join_group,"February 16,2022",0
8871947,Live Practice Game,"February 16,2022",0.914890805
8871947,join_session_replay - Scheduled 1:n,"February 16,2022",28.67510505
2254332,join_session_live - Scheduled 1:n,"February 4,2022",71.78688601
677091,exit_group_section - post_details,"February 22,2022",0
7254475,exit_group_section - post_details,"February 25,2022",0
4022375,homework,"February 16,2022",2.394795291
4022375,join_session_replay - Scheduled 1:n,"February 16,2022",2.070075618
4254518,join_session_live - Scheduled Competition,"January 11,2022",15.57670831
5222415,exit_group_section - post_details,"January 17,2022",0
849881,Live Practice Game,"February 19,2022",0.748845284
3012719,join_group,"February 19,2022",0
6894262,join_group,"February 16,2022",0
6894262,join_session_replay - Scheduled 1:n,"February 16,2022",28.26800959
4279244,exit_group_section - post_details,"January 7,2022",0
4279244,join_session_live - Scheduled Competition,"January 7,2022",189.8385442
403688,exit_group_section - post_details,"January 28,2022",0
5130989,join_session_live - Scheduled 1:n,"January 28,2022",71.717646
5369582,join_session_live - Scheduled Competition,"February 16,2022",183.2004071
2009040,exit_group_section - post_details,"February 4,2022",0
2009040,join_group,"February 4,2022",0
4142594,exit_group_section - post_details,"February 14,2022",0
29931,exit_group_section - post_details,"February 2,2022",0
7219013,join_session_replay - Scheduled 1:n,"February 16,2022",28.82582676
6696259,exit_group_section - post_details,"February 16,2022",0
6696259,exit_group_section - post_details,"February 19,2022",0
1935118,join_session_live - Scheduled 1:n,"January 17,2022",71.68361205
8171605,join_session_live - Scheduled 1:n,"February 20,2022",71.54290486
6374456,join_session_live - Scheduled 1:n,"February 16,2022",71.52138973
5099843,join_session_live - Scheduled Competition,"February 16,2022",28.94712659
5099843,join_session_replay - Scheduled 1:n,"February 19,2022",15.09243155
1353426,join_group,"February 22,2022",0
2180846,join_session_live - Scheduled 1:n,"February 22,2022",71.47825602
2515513,join_group,"February 16,2022",0
4502476,join_session_live - Scheduled 1:n,"February 16,2022",71.40754461
2918422,Live Practice Game,"January 28,2022",0.967486224
7491133,homework,"February 20,2022",0.020787072
7491133,join_session_live - Scheduled Competition,"February 19,2022",74.47936873
1579737,homework,"February 16,2022",1.199076821
1579737,join_group,"February 16,2022",0
3572436,join_session_replay - Scheduled 1:n,"January 29,2022",11.40983888
8709129,Live Practice Game,"February 16,2022",0.141368422
7651306,join_session_live - Scheduled 1:n,"January 17,2022",71.38832237
8709129,quizon,"February 16,2022",0
2799304,exit_group_section - post_details,"February 16,2022",0
2911573,homework,"February 14,2022",3.535816146
1059042,join_group,"February 16,2022",0
6450362,enter_group,"February 16,2022",0
6450362,homework,"February 16,2022",4.172631111
6174131,join_session_live - Scheduled 1:n,"February 16,2022",71.25391111
5122190,join_session_replay - Scheduled 1:n,"February 16,2022",1.487940511
3679155,homework,"January 17,2022",3.510830663
6076040,join_session_live - Scheduled Competition,"February 25,2022",58.26308238
519745,Live Practice Game,"February 25,2022",1.596057191
2545478,join_session_replay - Scheduled 1:n,"February 16,2022",16.57073196
4146272,Live Practice Game,"January 17,2022",0.339514714
5411062,exit_group_section - post_details,"January 29,2022",0
5411062,join_session_replay - Scheduled 1:n,"February 16,2022",4.213463079
8421490,join_group,"February 16,2022",0
7321089,join_session_live - Scheduled 1:n,"January 21,2022",71.18643315
864764,exit_group_section - post_details,"January 29,2022",0
864764,exit_group_section - post_details,"February 22,2022",0
864764,join_session_replay - Scheduled 1:n,"February 25,2022",28.86579308
3715700,quizon,"January 20,2022",0
7617440,exit_group_section - post_details,"February 16,2022",0
7617440,exit_group_section - post_details,"February 19,2022",0
7617440,exit_group_section - post_details,"February 25,2022",0
2838028,join_group,"January 17,2022",0
4181700,join_session_live - Scheduled Competition,"February 25,2022",64.98400739
468875,join_session_replay - Scheduled 1:n,"February 25,2022",0.737016458
7778069,join_group,"February 16,2022",0
3760979,join_session_live - Scheduled 1:n,"February 22,2022",71.1405271
702583,homework,"February 16,2022",1.457585068
702583,join_group,"February 16,2022",0
702583,quizon,"February 16,2022",0
13503,join_session_live - Scheduled 1:n,"February 19,2022",70.85094587
3586634,join_session_replay - Scheduled 1:n,"February 19,2022",9.190528051
8729269,Live Practice Game,"January 7,2022",1.057864669
8729269,join_group,"January 7,2022",0
8729269,join_session_replay - Scheduled 1:n,"January 7,2022",24.1975947
3585453,enter_group,"January 29,2022",0
3585453,quizon,"January 29,2022",0
4923851,exit_group_section - post_details,"February 25,2022",0
3872193,join_session_replay - Scheduled 1:n,"February 16,2022",23.63025654
2934336,join_group,"February 19,2022",0
5355069,join_session_live - Scheduled Competition,"February 16,2022",0.476416495
495548,join_session_live - Scheduled Competition,"February 16,2022",191.8953122
2380529,homework,"February 20,2022",3.09598112
2712209,join_group,"February 11,2022",0
2712209,join_session_replay - Scheduled 1:n,"February 11,2022",16.26246088
7197593,quizon,"January 27,2022",0
3221028,homework,"February 20,2022",2.649703909
6622328,join_session_live - Scheduled 1:n,"January 17,2022",70.84653306
713729,Live Practice Game,"January 21,2022",0.422903116
625932,join_session_live - Scheduled 1:n,"February 19,2022",70.8376204
1168228,Live Practice Game,"February 16,2022",1.735353214
1168228,homework,"February 16,2022",0.169333325
8310654,join_session_live - Scheduled 1:n,"February 14,2022",70.79553139
3304629,join_group,"February 14,2022",0
4872957,Live Practice Game,"February 16,2022",1.065314264
4872957,join_group,"February 16,2022",0
4872957,join_session_replay - Scheduled 1:n,"February 16,2022",23.02917569
3033046,enter_group,"January 17,2022",0
1488413,exit_group_section - post_details,"January 29,2022",0
1488413,exit_group_section - post_details,"February 16,2022",0
1488413,join_group,"February 16,2022",0
8251471,join_session_replay - Scheduled 1:n,"February 25,2022",4.078522643
3423788,exit_group_section - post_details,"January 11,2022",0
6390019,enter_group,"February 16,2022",0
4292703,join_session_live - Scheduled 1:n,"February 16,2022",70.7331317
4558546,join_session_live - Scheduled Competition,"February 19,2022",45.49390463
4247425,join_group,"February 16,2022",0
2917623,exit_group_section - post_details,"February 14,2022",0
2917623,exit_group_section - post_details,"February 16,2022",0
2917623,exit_group_section - post_details,"February 19,2022",0
2917623,join_group,"February 16,2022",0
4255621,join_session_live - Scheduled 1:n,"January 29,2022",70.42649191
7486199,join_session_live - Scheduled 1:n,"February 19,2022",70.4090502
2917623,join_session_live - Scheduled Competition,"February 19,2022",71.79184678
3987722,join_session_live - Scheduled Competition,"February 16,2022",49.58702811
6612866,join_session_live - Scheduled 1:n,"February 14,2022",70.38125928
3150851,join_group,"February 22,2022",0
988352,Live Practice Game,"January 17,2022",0.205651228
988352,exit_group_section - post_details,"January 17,2022",0
988352,homework,"January 17,2022",0.079774144
274095,join_session_replay - Scheduled 1:n,"February 19,2022",21.87059881
5486331,exit_group_section - post_details,"February 16,2022",0
5486331,exit_group_section - post_details,"February 19,2022",0
5486331,homework,"February 16,2022",1.998944073
5486331,join_session_live - Scheduled Competition,"February 19,2022",7.915795125
5157219,join_session_replay - Scheduled 1:n,"February 2,2022",1.886523622
2947958,join_session_live - Scheduled 1:n,"February 19,2022",70.30411482
4248517,join_session_live - Scheduled 1:n,"February 16,2022",70.23513319
8044551,join_session_live - Scheduled 1:n,"February 11,2022",70.22694716
2554570,join_group,"February 16,2022",0
6362567,join_session_live - Scheduled 1:n,"February 16,2022",70.21936395
876889,join_session_replay - Scheduled 1:n,"February 19,2022",21.34639871
876889,quizon,"February 19,2022",0
7501796,quizon,"February 16,2022",0
2547276,homework,"February 14,2022",0.920858677
1486049,join_session_replay - Scheduled 1:n,"February 25,2022",19.12801258
452923,join_session_replay - Scheduled 1:n,"February 19,2022",9.739415633
3016808,join_group,"February 25,2022",0
4648432,join_session_replay - Scheduled 1:n,"February 11,2022",28.43885683
6548124,join_session_live - Scheduled Competition,"February 19,2022",40.10286405
1481561,join_group,"January 17,2022",0
4258622,join_session_live - Scheduled 1:n,"February 19,2022",70.21012786
1481561,join_session_replay - Scheduled 1:n,"January 17,2022",21.02086701
2864211,join_session_live - Scheduled 1:n,"February 19,2022",70.18295948
5728238,join_session_replay - Scheduled 1:n,"February 22,2022",1.329190849
8813043,Live Practice Game,"February 19,2022",0.392663269
4519836,Live Practice Game,"February 14,2022",1.553719989
7678594,join_session_replay - Scheduled 1:n,"February 20,2022",4.358317469
1760316,join_session_live - Scheduled 1:n,"February 19,2022",70.10780523
8088804,join_group,"February 16,2022",0
5429501,join_session_live - Scheduled 1:n,"February 22,2022",70.092904
1095080,join_group,"February 16,2022",0
3155963,join_session_live - Scheduled 1:n,"February 20,2022",69.98613062
8649120,join_session_replay - Scheduled 1:n,"February 16,2022",8.044520095
701619,homework,"January 17,2022",2.6575261
332120,quizon,"January 7,2022",0
6120198,exit_group_section - post_details,"January 20,2022",0
477276,homework,"February 16,2022",2.656321279
327136,Live Practice Game,"February 19,2022",0.651700344
327136,homework,"February 19,2022",1.661765257
327136,join_session_replay - Scheduled 1:n,"February 19,2022",13.51648321
327136,quizon,"February 19,2022",0
2067590,Live Practice Game,"February 19,2022",0.53755542
2067590,enter_group,"February 19,2022",0
7681218,homework,"January 17,2022",0.844675046
2079011,join_group,"February 19,2022",0
196103,quizon,"January 17,2022",0
1388893,join_session_live - Scheduled 1:n,"February 16,2022",69.93717313
7723178,join_group,"January 27,2022",0
4633250,Live Practice Game,"February 22,2022",0.881752017
5142682,join_session_live - Scheduled Competition,"February 25,2022",50.22958019
3406894,Live Practice Game,"February 14,2022",1.823750761
1275837,join_session_live - Scheduled 1:n,"January 29,2022",69.85001855
6010804,join_session_replay - Scheduled 1:n,"February 16,2022",9.216937885
2010449,join_session_live - Scheduled 1:n,"February 16,2022",69.8138046
628949,exit_group_section - post_details,"February 25,2022",0
805383,exit_group_section - post_details,"February 20,2022",0
805383,exit_group_section - post_details,"February 22,2022",0
5017864,exit_group_section - post_details,"January 21,2022",0
231942,homework,"January 17,2022",3.237154801
231942,join_session_live - Scheduled Competition,"January 17,2022",181.8425066
231942,join_session_replay - Scheduled 1:n,"January 17,2022",21.45709625
5214647,exit_group_section - post_details,"January 17,2022",0
5214647,join_session_live - Scheduled Competition,"January 17,2022",19.08335425
7735123,exit_group_section - post_details,"February 16,2022",0
7735123,exit_group_section - post_details,"February 20,2022",0
7735123,exit_group_section - post_details,"February 25,2022",0
1971929,join_session_replay - Scheduled 1:n,"February 19,2022",19.64638917
3813566,exit_group_section - post_details,"February 16,2022",0
3332820,join_session_live - Scheduled 1:n,"January 7,2022",69.78424345
5215465,join_session_live - Scheduled Competition,"February 20,2022",70.89519378
1292963,join_session_live - Scheduled 1:n,"February 16,2022",69.70776632
2984952,Live Practice Game,"February 19,2022",1.218006592
2984952,join_group,"February 3,2022",0
2984952,join_group,"February 19,2022",0
3460578,homework,"February 11,2022",2.810434796
5792301,join_session_live - Scheduled 1:n,"February 16,2022",69.67004389
1322329,exit_group_section - post_details,"January 17,2022",0
6255895,homework,"January 7,2022",4.706660486
8643976,join_group,"February 16,2022",0
2464523,Live Practice Game,"February 11,2022",1.494590003
2464523,quizon,"February 11,2022",0
1402415,join_group,"February 16,2022",0
7309855,join_session_replay - Scheduled 1:n,"February 11,2022",20.35939123
5794585,join_group,"February 19,2022",0
5167433,homework,"February 16,2022",4.661098406
605978,join_session_live - Scheduled 1:n,"February 16,2022",69.60717781
1403240,exit_group_section - post_details,"February 11,2022",0
1403240,exit_group_section - post_details,"February 19,2022",0
1403240,exit_group_section - post_details,"February 25,2022",0
8352604,Live Practice Game,"February 16,2022",1.517624124
8352604,join_group,"February 16,2022",0
8352604,quizon,"February 16,2022",0
3218836,Live Practice Game,"February 25,2022",0.074951803
2079953,join_session_live - Scheduled 1:n,"February 16,2022",69.57757289
5669034,join_session_live - Scheduled Competition,"February 19,2022",74.49677176
4520348,Live Practice Game,"February 16,2022",1.390954748
4520348,exit_group_section - post_details,"February 16,2022",0
4520348,join_group,"February 16,2022",0
8562026,join_group,"February 16,2022",0
7436517,Live Practice Game,"February 16,2022",0.586707573
7436517,join_group,"February 16,2022",0
4621172,exit_group_section - post_details,"January 29,2022",0
1038820,join_group,"February 16,2022",0
1038820,quizon,"February 16,2022",0
2655292,join_session_replay - Scheduled 1:n,"February 25,2022",28.05617161
6783250,Live Practice Game,"January 20,2022",0.692538839
3776540,join_session_live - Scheduled 1:n,"January 20,2022",69.23818956
1593443,join_group,"February 22,2022",0
1420427,homework,"February 25,2022",2.905460668
1033691,homework,"January 17,2022",1.918003554
259381,homework,"February 16,2022",1.96068155
259381,join_group,"February 16,2022",0
1419595,join_session_live - Scheduled 1:n,"February 19,2022",68.99896109
8679819,Live Practice Game,"January 27,2022",1.397859355
8679819,join_group,"January 27,2022",0
1458623,join_session_live - Scheduled 1:n,"January 21,2022",68.92565794
2910459,join_session_live - Scheduled Competition,"January 17,2022",72.54340332
2910459,quizon,"February 2,2022",0
2745003,homework,"January 17,2022",2.30797384
3130717,homework,"January 17,2022",1.804957725
5592470,join_group,"February 20,2022",0
8546781,join_session_live - Scheduled 1:n,"February 11,2022",68.86921716
754441,join_session_live - Scheduled 1:n,"February 16,2022",68.8165502
1732398,join_session_replay - Scheduled 1:n,"January 17,2022",0.267058517
1732398,join_session_replay - Scheduled 1:n,"January 21,2022",20.34068851
1732398,quizon,"January 17,2022",0
7906575,join_group,"February 16,2022",0
6923647,Live Practice Game,"January 17,2022",1.027487097
6923647,join_group,"January 17,2022",0
6923647,quizon,"January 17,2022",0
6504503,join_group,"February 16,2022",0
6504503,join_session_replay - Scheduled 1:n,"February 19,2022",27.18304994
354970,enter_group,"February 16,2022",0
6279356,Live Practice Game,"January 29,2022",0.214368464
3680897,join_session_live - Scheduled 1:n,"January 20,2022",68.58105888
8848072,homework,"February 16,2022",4.092015717
4762210,join_group,"February 16,2022",0
1621295,join_session_live - Scheduled 1:n,"February 16,2022",68.56421294
4762210,join_session_live - Scheduled Competition,"February 14,2022",198.2819123
4762210,quizon,"February 16,2022",0
3982043,exit_group_section - post_details,"January 21,2022",0
1801730,homework,"February 14,2022",3.746342041
7399338,join_session_live - Scheduled 1:n,"January 17,2022",68.51457532
2217761,exit_group_section - post_details,"January 4,2022",0
2217761,join_group,"January 4,2022",0
2217761,quizon,"January 4,2022",0
5538110,join_group,"February 14,2022",0
8081933,join_session_live - Scheduled 1:n,"February 19,2022",68.49102308
7214529,homework,"January 7,2022",2.346416242
8009427,exit_group_section - post_details,"February 19,2022",0
6783885,Live Practice Game,"February 16,2022",1.481606866
4924474,exit_group_section - post_details,"February 16,2022",0
5998811,join_session_live - Scheduled 1:n,"February 16,2022",68.45158491
6574188,join_session_live - Scheduled 1:n,"February 16,2022",68.36335069
1825398,join_session_live - Scheduled 1:n,"February 19,2022",68.30178744
4924474,quizon,"February 16,2022",0
247813,homework,"January 17,2022",3.760044663
2316857,join_session_live - Scheduled 1:n,"February 20,2022",68.25704116
3737434,exit_group_section - post_details,"February 25,2022",0
627097,exit_group_section - post_details,"February 19,2022",0
7453687,exit_group_section - post_details,"February 19,2022",0
3678314,Live Practice Game,"February 22,2022",1.967008583
5380570,join_session_live - Scheduled 1:n,"February 16,2022",68.23389464
6010432,join_session_live - Scheduled 1:n,"February 16,2022",68.15418738
5218952,exit_group_section - post_details,"January 29,2022",0
4693067,join_session_live - Scheduled Competition,"February 19,2022",19.20286172
6020135,exit_group_section - post_details,"January 21,2022",0
4467356,join_session_live - Scheduled 1:n,"February 22,2022",68.10382463
7908390,join_session_live - Scheduled 1:n,"January 17,2022",67.99534214
7057469,join_session_live - Scheduled Competition,"February 19,2022",36.8989584
7057469,join_session_replay - Scheduled 1:n,"February 19,2022",20.13942071
7243224,join_group,"February 19,2022",0
8094924,Live Practice Game,"January 20,2022",0.517854783
8094924,join_group,"January 20,2022",0
3287374,homework,"February 22,2022",2.994742709
7028422,join_session_live - Scheduled 1:n,"February 19,2022",67.93689904
2903823,join_session_live - Scheduled Competition,"February 16,2022",68.35461427
2903823,join_session_replay - Scheduled 1:n,"February 16,2022",5.448724796
4774112,enter_group,"January 17,2022",0
4774112,exit_group_section - post_details,"January 17,2022",0
4774112,exit_group_section - post_details,"January 20,2022",0
4774112,exit_group_section - post_details,"February 2,2022",0
4774112,exit_group_section - post_details,"February 4,2022",0
5927490,join_group,"February 16,2022",0
7418573,exit_group_section - post_details,"January 17,2022",0
7418573,quizon,"January 17,2022",0
6400788,join_session_replay - Scheduled 1:n,"February 16,2022",6.504392641
8857297,enter_group,"February 16,2022",0
1894361,join_session_live - Scheduled 1:n,"February 16,2022",67.86724446
6304584,join_session_live - Scheduled 1:n,"February 16,2022",67.76551649
537879,join_session_live - Scheduled 1:n,"February 16,2022",67.61376524
3411255,exit_group_section - post_details,"February 16,2022",0
3411255,homework,"February 16,2022",1.454706068
5869824,join_session_live - Scheduled 1:n,"January 17,2022",67.57898694
3411255,join_session_replay - Scheduled 1:n,"February 16,2022",6.132597416
1049190,homework,"January 17,2022",3.436731283
2493773,join_session_replay - Scheduled 1:n,"January 17,2022",6.618443141
3708991,exit_group_section - post_details,"February 14,2022",0
1097882,exit_group_section - post_details,"January 11,2022",0
1097882,exit_group_section - post_details,"January 27,2022",0
1097882,exit_group_section - post_details,"January 29,2022",0
2901917,join_session_replay - Scheduled 1:n,"February 19,2022",15.96506731
4376556,join_group,"January 21,2022",0
640997,exit_group_section - post_details,"February 11,2022",0
7527809,exit_group_section - post_details,"February 19,2022",0
6695756,join_session_replay - Scheduled 1:n,"February 19,2022",29.83639005
6429477,homework,"February 22,2022",3.554650884
292088,join_session_live - Scheduled 1:n,"February 22,2022",67.45501218
6429477,join_session_live - Scheduled Competition,"February 16,2022",34.03417842
1753887,exit_group_section - post_details,"January 29,2022",0
2598363,join_group,"January 17,2022",0
5593112,join_session_replay - Scheduled 1:n,"February 25,2022",7.560943552
4373591,exit_group_section - post_details,"February 22,2022",0
5033575,join_group,"February 16,2022",0
6463685,join_session_live - Scheduled 1:n,"January 17,2022",67.31282391
4463013,quizon,"January 20,2022",0
3170522,Live Practice Game,"February 19,2022",0.567600093
3507769,quizon,"January 11,2022",0
1499004,exit_group_section - post_details,"February 19,2022",0
8900999,join_session_replay - Scheduled 1:n,"February 19,2022",0.8675245
5147405,join_session_live - Scheduled Competition,"January 17,2022",196.9568787
1787431,join_session_live - Scheduled Competition,"February 14,2022",26.18085384
3118479,join_group,"February 16,2022",0
8714861,join_session_live - Scheduled 1:n,"January 28,2022",67.29920795
5155075,join_session_replay - Scheduled 1:n,"February 16,2022",9.353041029
3567076,join_session_live - Scheduled Competition,"February 19,2022",12.13822223
3232213,join_session_live - Scheduled Competition,"February 19,2022",29.00586439
3863461,enter_group,"January 20,2022",0
7498124,exit_group_section - post_details,"January 17,2022",0
7498124,exit_group_section - post_details,"January 29,2022",0
7498124,join_group,"February 19,2022",0
8770223,join_session_live - Scheduled 1:n,"February 14,2022",67.29319371
4373367,join_session_live - Scheduled 1:n,"February 22,2022",67.27244822
6304584,join_session_live - Scheduled 1:n,"February 19,2022",67.09280485
7104450,join_session_live - Scheduled 1:n,"February 16,2022",67.0739379
7498124,join_session_live - Scheduled Competition,"January 17,2022",34.39766948
2660624,quizon,"February 19,2022",0
1446405,join_session_replay - Scheduled 1:n,"February 19,2022",7.045129627
1699734,exit_group_section - post_details,"February 19,2022",0
5365210,join_session_live - Scheduled 1:n,"January 11,2022",67.05451959
2030544,homework,"January 7,2022",4.431487494
2030544,homework,"January 17,2022",1.630514944
2030544,quizon,"January 17,2022",0
8227598,Live Practice Game,"February 19,2022",0.724532558
8227598,homework,"February 19,2022",3.926489147
3253736,exit_group_section - post_details,"February 16,2022",0
3253736,join_session_live - Scheduled Competition,"February 16,2022",20.08912009
7379238,enter_group,"February 16,2022",0
7379238,exit_group_section - post_details,"February 16,2022",0
7379238,exit_group_section - post_details,"February 19,2022",0
7379238,homework,"February 16,2022",3.330309732
7379238,join_group,"February 16,2022",0
4517048,join_session_live - Scheduled 1:n,"February 19,2022",66.99759694
7379238,join_session_live - Scheduled Competition,"February 19,2022",187.605854
7379238,join_session_replay - Scheduled 1:n,"February 16,2022",29.39184945
3300394,join_session_live - Scheduled 1:n,"February 19,2022",66.96587717
7200862,exit_group_section - post_details,"February 14,2022",0
7200862,exit_group_section - post_details,"February 16,2022",0
7200862,exit_group_section - post_details,"February 20,2022",0
7200862,exit_group_section - post_details,"February 25,2022",0
525756,exit_group_section - post_details,"February 20,2022",0
718508,homework,"January 17,2022",0.296205905
1934843,join_session_live - Scheduled Competition,"February 16,2022",53.57882323
724811,join_session_replay - Scheduled 1:n,"February 19,2022",10.75894283
4137804,homework,"January 29,2022",0.833657017
916856,join_session_live - Scheduled 1:n,"February 19,2022",66.81851314
6469496,homework,"February 20,2022",0.55121097
3330821,homework,"February 16,2022",2.290174535
127011,enter_group,"February 3,2022",0
855813,join_session_live - Scheduled 1:n,"February 19,2022",66.73638391
8034753,quizon,"January 17,2022",0
3067610,Live Practice Game,"January 20,2022",1.740588449
3664386,Live Practice Game,"January 17,2022",0.547571114
3664386,join_session_live - Scheduled Competition,"January 20,2022",196.5053525
1159802,join_session_live - Scheduled Competition,"February 19,2022",72.94020839
1567335,join_group,"January 28,2022",0
2558208,join_session_live - Scheduled Competition,"February 19,2022",18.8333372
2310971,homework,"February 19,2022",2.624885687
7004403,join_group,"February 22,2022",0
5231777,join_session_replay - Scheduled 1:n,"January 17,2022",24.74334035
5231777,join_session_replay - Scheduled 1:n,"February 16,2022",25.55774996
1201595,homework,"February 4,2022",0.233156105
7212553,Live Practice Game,"February 16,2022",0.639090937
7595162,join_session_replay - Scheduled 1:n,"February 16,2022",6.603307446
2369427,join_session_live - Scheduled 1:n,"February 19,2022",66.71981053
7471404,homework,"February 20,2022",2.910708551
7471404,join_group,"February 19,2022",0
3417067,join_session_replay - Scheduled 1:n,"February 19,2022",6.028335143
1838844,join_session_live - Scheduled 1:n,"February 25,2022",66.67787069
976280,exit_group_section - post_details,"February 25,2022",0
2009746,join_group,"February 22,2022",0
2388905,exit_group_section - post_details,"February 16,2022",0
833352,join_session_live - Scheduled 1:n,"February 19,2022",66.62514738
6538838,join_group,"February 16,2022",0
4829965,exit_group_section - post_details,"February 19,2022",0
5891082,Live Practice Game,"January 17,2022",1.44985656
5891082,join_session_replay - Scheduled 1:n,"January 17,2022",28.94735164
4224734,exit_group_section - post_details,"February 16,2022",0
4224734,join_group,"February 16,2022",0
5101254,join_group,"February 16,2022",0
7486199,exit_group_section - post_details,"February 14,2022",0
7486199,exit_group_section - post_details,"February 16,2022",0
7486199,exit_group_section - post_details,"February 22,2022",0
7486199,homework,"January 21,2022",0.022825094
1850493,join_session_live - Scheduled 1:n,"February 19,2022",66.60841565
7486199,join_session_live - Scheduled Competition,"February 19,2022",57.64645385
5270095,Live Practice Game,"January 27,2022",1.983178677
686504,Live Practice Game,"January 17,2022",0.916485842
4676551,join_group,"February 19,2022",0
5125743,join_session_live - Scheduled 1:n,"January 17,2022",66.59930183
5706805,homework,"February 25,2022",3.097952373
6141514,join_session_replay - Scheduled 1:n,"February 25,2022",8.726008781
3074372,join_group,"February 20,2022",0
7006121,join_session_live - Scheduled 1:n,"January 17,2022",66.59641908
8577658,join_group,"February 19,2022",0
8577658,join_session_replay - Scheduled 1:n,"February 19,2022",21.32287652
1039648,join_session_live - Scheduled Competition,"February 16,2022",59.06349415
292088,join_group,"February 22,2022",0
7923913,join_session_live - Scheduled 1:n,"February 16,2022",66.33608978
6770420,join_session_live - Scheduled Competition,"February 19,2022",13.86231942
6770420,join_session_replay - Scheduled 1:n,"February 19,2022",27.49788143
2177720,exit_group_section - post_details,"February 22,2022",0
1192891,join_session_live - Scheduled 1:n,"February 11,2022",66.11031044
1429317,join_group,"February 16,2022",0
237580,homework,"February 16,2022",1.777218686
3184724,homework,"February 16,2022",2.365914039
5071559,join_session_replay - Scheduled 1:n,"January 7,2022",18.45722808
7116221,Live Practice Game,"February 16,2022",0.051228209
7116221,join_group,"February 16,2022",0
7116221,quizon,"January 17,2022",0
2523250,homework,"February 16,2022",2.372347552
7498124,join_session_live - Scheduled 1:n,"January 29,2022",66.01269329
4798631,exit_group_section - post_details,"February 20,2022",0
1136573,enter_group,"February 16,2022",0
1136573,join_session_live - Scheduled Competition,"February 16,2022",70.87096156
3137143,homework,"February 16,2022",4.736711222
3137143,join_session_live - Scheduled Competition,"February 16,2022",5.770362353
6965394,homework,"January 7,2022",4.422429253
6965394,join_session_live - Scheduled Competition,"January 7,2022",20.39825498
4511314,exit_group_section - post_details,"February 22,2022",0
2940522,homework,"January 27,2022",2.54233315
2940522,quizon,"January 21,2022",0
2721962,join_session_live - Scheduled 1:n,"January 27,2022",66.01146496
5792301,join_group,"February 14,2022",0
4314279,join_session_live - Scheduled 1:n,"February 25,2022",65.62304821
4258474,join_session_live - Scheduled 1:n,"February 25,2022",65.55983403
639494,exit_group_section - post_details,"February 14,2022",0
639494,exit_group_section - post_details,"February 16,2022",0
639494,homework,"February 16,2022",0.874089176
639494,join_session_live - Scheduled Competition,"January 17,2022",60.74485706
2381819,join_session_live - Scheduled 1:n,"January 21,2022",65.45318747
8459699,join_session_live - Scheduled 1:n,"January 17,2022",65.44781355
7827029,join_session_live - Scheduled Competition,"January 17,2022",2.898219247
